PROJECT	ASSAY	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA
PXD001020	37281	686	659	27	13	NA
PXD001020	37282	425	407	18	4	2
PXD001020	37283	880	825	55	14	3
PXD001020	37284	535	511	24	11	3
PXD001020	37285	381	371	10	8	NA
PXD001020	37286	524	502	22	34	5
PXD001020	37287	500	486	14	25	4
PXD001020	37288	579	568	11	15	4
PXD001020	37289	383	375	8	29	2
PXD001020	37290	281	268	13	6	3
PXD001020	37291	307	261	46	8	3
PXD001020	37292	301	281	20	13	2
PXD001020	37293	336	324	12	5	2
PXD001020	37294	488	472	16	7	2
PXD001020	37295	466	449	17	4	2
PXD001020	37296	375	365	10	18	2
PXD001020	37297	510	502	8	16	2
PXD001020	37298	324	319	5	17	2
PXD001020	37299	507	494	13	42	3
PXD001020	37300	267	258	9	24	NA
PXD001020	37301	210	185	25	15	8
PXD001020	37302	185	178	7	5	3
PXD001020	37303	897	867	30	7	2
PXD001020	37304	153	134	19	21	7
PXD001020	37305	620	610	10	NA	NA
PXD001020	37306	516	504	12	2	NA
PXD001020	37307	529	512	17	3	NA
PXD001020	37308	528	512	16	4	NA
PXD001020	37309	702	675	27	12	3
PXD001020	37310	497	482	15	13	2
PXD001020	37311	419	401	18	11	2
PXD001020	37312	297	278	19	11	NA
PXD001020	37313	287	248	39	3	1
PXD001020	37314	278	252	26	12	3
PXD001020	37315	295	276	19	6	4
PXD001020	37316	166	153	13	6	2
PXD001020	37317	207	193	14	14	NA
PXD001020	37318	297	287	10	16	1
PXD001020	37319	294	272	22	10	2
PXD001020	37320	272	257	15	2	NA
PXD001020	37321	455	437	18	23	NA
PXD001020	37322	348	330	18	5	1
PXD001020	37323	90	84	6	7	NA
PXD001020	37324	194	182	12	16	NA
PXD001020	37325	375	365	10	NA	NA
PXD001020	37326	765	734	31	4	2
PXD001020	37327	271	255	16	16	1
PXD001020	37328	324	300	24	18	2
PXD001020	37329	215	207	8	3	NA
PXD001020	37330	735	716	19	9	2
PXD001020	37331	726	710	16	9	NA
PXD001020	37332	605	588	17	NA	NA
PXD001020	37333	473	459	14	4	NA
PXD001020	37334	553	542	11	23	2
PXD001020	37335	589	572	17	26	5
PXD001020	37336	584	558	26	23	5
PXD001020	37337	572	551	21	21	6
PXD001020	37338	633	600	33	19	5
PXD001020	37339	760	717	43	25	5
PXD001020	37340	617	586	31	6	3
PXD001020	37341	556	527	29	5	NA
PXD001020	37342	566	536	30	6	NA
PXD001020	37343	276	268	8	NA	NA
PXD001020	37344	596	583	13	6	NA
PXD001020	37345	501	479	22	NA	NA
PXD001020	37346	585	558	27	10	NA
PXD001020	37347	511	493	18	NA	NA
PXD001020	37348	539	519	20	10	2
PXD001020	37349	554	530	24	4	NA
PXD001020	37350	299	286	13	NA	1
PXD001020	37351	434	413	21	12	NA
PXD001020	37352	419	398	21	4	NA
PXD001020	37353	417	398	19	6	NA
PXD001020	37354	314	298	16	NA	NA
PXD001020	37355	353	337	16	5	NA
PXD001020	37356	507	484	23	13	NA
PXD001020	37357	342	336	6	32	2
PXD001020	37358	462	448	14	29	1
PXD001020	37359	523	488	35	13	2
PXD001020	37360	236	230	6	4	NA
PXD001020	37361	319	310	9	8	NA
PXD001020	37362	233	223	10	12	1
PXD001020	37363	143	138	5	2	NA
PXD001020	37364	273	265	8	8	NA
PXD001020	37365	220	211	9	2	1
PXD001020	37366	299	279	20	2	NA
PXD001020	37367	347	328	19	7	NA
PXD001020	37368	337	327	10	6	NA
PXD001020	37369	319	317	2	1	NA
PXD001020	37370	167	159	8	4	NA
PXD001020	37371	99	93	6	5	NA
PXD001020	37372	83	82	1	2	NA
PXD001020	37373	105	97	8	NA	NA
PXD001020	37374	168	168	NA	1	NA
PXD001020	37375	141	136	5	NA	NA
PXD001020	37376	91	85	6	8	NA
PXD001020	37377	99	97	2	4	NA
PXD001020	37378	201	197	4	2	NA
PXD001020	37379	163	151	12	1	NA
PXD001020	37380	315	309	6	8	NA
PXD001020	37381	697	671	26	11	3
PXD001020	37382	662	626	36	12	1
PXD001020	37383	614	599	15	NA	NA
PXD001020	37384	548	532	16	8	NA
PXD001020	37385	647	626	21	6	2
PXD001020	37386	693	660	33	10	2
PXD001020	37387	768	746	22	5	NA
PXD001020	37388	591	575	16	NA	NA
PXD001020	37389	659	633	26	12	1
PXD001020	37390	346	333	13	6	NA
PXD001020	37391	319	308	11	15	2
PXD001020	37392	289	279	10	13	4
PXD001020	37393	245	232	13	10	NA
PXD001020	37394	238	225	13	9	NA
PXD001020	37395	204	194	10	12	NA
PXD001020	37396	134	129	5	9	1
PXD001020	37397	143	130	13	13	2
PXD001020	37398	106	96	10	15	1
PXD001020	37399	37	36	1	9	1
PXD001020	37400	544	526	18	9	1
PXD001020	37401	300	296	4	5	NA
PXD001020	37402	352	339	13	5	2
PXD001020	37403	473	453	20	22	5
PXD001020	37404	292	289	3	2	3
PXD001020	37405	586	561	25	15	1
PXD001020	37406	550	532	18	13	NA
PXD001020	37407	386	352	34	4	2
PXD001020	37408	319	306	13	12	NA
PXD001020	37409	259	218	41	NA	NA
PXD001020	37410	136	120	16	16	1
PXD001020	37411	566	543	23	9	2
PXD001020	37412	315	309	6	8	NA
PXD001020	37413	534	519	15	46	2
PXD001020	37414	554	530	24	16	5
PXD001020	37415	614	602	12	21	3
PXD001020	37416	715	690	25	18	2
PXD001020	37417	680	648	32	22	8
PXD001020	37418	668	628	40	24	7
PXD001020	37419	431	414	17	21	5
PXD001020	37420	545	523	22	5	NA
PXD001020	37421	420	410	10	4	NA
PXD001020	37422	445	426	19	4	NA
PXD001020	37423	440	429	11	6	NA
PXD001020	37424	475	464	11	2	NA
PXD001020	37425	414	403	11	4	NA
PXD001020	37426	407	397	10	3	NA
PXD001020	37427	376	368	8	NA	NA
PXD001020	37428	380	367	13	3	NA
PXD001020	37429	489	462	27	2	NA
PXD001020	37430	233	212	21	4	1
PXD001020	37431	217	210	7	2	NA
PXD001020	37432	212	204	8	NA	NA
PXD001020	37433	366	361	5	4	NA
PXD001020	37434	314	310	4	7	NA
PXD001020	37435	323	317	6	18	2
PXD001020	37436	222	214	8	17	3
PXD001020	37437	296	290	6	3	NA
PXD001020	37438	365	359	6	7	1
PXD001020	37439	203	201	2	1	NA
PXD001020	37440	593	584	9	3	NA
PXD001020	37441	554	531	23	1	NA
PXD001020	37442	643	616	27	9	2
PXD001020	37443	665	633	32	4	2
PXD001020	37444	897	860	37	7	2
PXD001020	37445	74	73	1	3	NA
PXD001020	37446	533	513	20	NA	NA
PXD001020	37447	513	494	19	NA	NA
PXD001020	37448	54	52	2	3	NA
PXD001020	37449	104	104	NA	4	NA
PXD001020	37450	498	479	19	2	NA
PXD001020	37451	477	462	15	28	6
PXD001020	37452	625	602	23	18	4
PXD001020	37453	536	517	19	9	NA
PXD001020	37454	348	341	7	15	1
PXD001020	37455	657	633	24	9	2
PXD001020	37456	536	516	20	13	NA
PXD001020	37457	538	519	19	22	5
PXD001020	37458	639	608	31	16	3
PXD001020	37459	645	603	42	10	5
PXD001020	37460	258	242	16	11	NA
PXD001020	37461	294	271	23	7	NA
PXD001020	37462	204	195	9	2	NA
PXD001020	37463	246	231	15	7	2
PXD001020	37464	349	327	22	21	1
PXD001020	37465	312	288	24	15	NA
PXD001020	37466	303	289	14	4	1
PXD001020	37467	367	354	13	21	4
PXD001020	37468	152	147	5	9	1
PXD001020	37469	443	427	16	12	4
PXD001020	37470	288	249	39	16	5
PXD001020	37471	221	208	13	19	1
PXD001020	37472	258	242	16	7	3
PXD001020	37473	164	158	6	13	3
PXD001020	37474	160	149	11	8	2
PXD001020	37475	81	66	15	16	4
PXD001020	37476	108	99	9	8	NA
PXD001020	37477	239	229	10	NA	NA
PXD001020	37478	514	502	12	4	2
PXD001020	37479	508	484	24	6	NA
PXD001020	37480	692	656	36	20	6
PXD001020	37481	508	478	30	12	6
PXD001020	37482	574	550	24	23	6
PXD001020	37483	589	558	31	20	5
PXD001020	37484	572	537	35	15	2
PXD001020	37485	649	619	30	20	5
PXD001020	37486	555	534	21	12	NA
PXD001020	37487	758	731	27	9	4
PXD001020	37488	486	466	20	6	3
PXD001020	37489	545	531	14	3	NA
PXD001020	37490	617	597	20	7	NA
PXD001020	37491	150	141	9	11	4
PXD001020	37492	520	497	23	38	5
PXD001020	37493	677	647	30	24	6
PXD001020	37494	613	586	27	20	2
PXD001020	37495	711	683	28	8	3
PXD001020	37496	785	758	27	9	4
PXD001020	37497	676	643	33	15	2
PXD001020	37498	729	688	41	20	5
PXD001020	37499	490	473	17	10	2
PXD001020	37500	440	416	24	22	5
PXD001020	37501	332	322	10	14	1
PXD001020	37502	429	406	23	8	NA
PXD001020	37503	372	351	21	4	NA
PXD001020	37504	212	197	15	7	3
PXD001020	37505	333	313	20	7	NA
PXD001020	37506	242	227	15	14	6
PXD001020	37507	495	489	6	39	NA
PXD001020	37508	473	451	22	9	1
PXD001020	37509	482	469	13	5	1
PXD001020	37510	441	423	18	16	4
PXD001020	37511	448	424	24	6	2
PXD001020	37512	577	561	16	12	4
PXD001020	37513	510	492	18	14	5
PXD001020	37514	279	270	9	13	3
PXD001020	37515	395	373	22	12	4
PXD001020	37516	289	284	5	1	NA
PXD001020	37517	416	401	15	19	2
PXD001020	37518	540	523	17	21	6
PXD001020	37519	373	367	6	30	NA
PXD001020	37520	271	248	23	18	6
PXD001020	37521	366	340	26	7	2
PXD001020	37522	202	187	15	4	NA
PXD001020	37523	341	304	37	NA	NA
PXD001020	37524	336	316	20	23	3
PXD001020	37525	491	476	15	5	1
PXD001020	37526	414	391	23	13	NA
PXD001020	37527	430	408	22	16	NA
PXD001020	37528	382	363	19	NA	NA
PXD001020	37529	365	339	26	2	NA
PXD001020	37530	724	682	42	19	4
PXD001020	37531	774	744	30	13	2
PXD001020	37532	376	371	5	4	NA
PXD001020	37533	696	666	30	8	2
PXD001020	37534	777	737	40	7	3
PXD001020	37535	740	717	23	15	3
PXD001020	37536	726	700	26	8	1
PXD001020	37537	638	617	21	5	NA
PXD001020	37538	513	497	16	7	2
PXD001020	37539	663	640	23	8	NA
PXD001020	37540	616	590	26	5	NA
PXD001020	37541	782	759	23	5	NA
PXD001020	37542	542	534	8	NA	NA
PXD001020	37543	99	92	7	3	NA
PXD001020	37544	157	151	6	16	NA
PXD001020	37545	113	102	11	3	NA
PXD001020	37546	152	133	19	3	NA
PXD001020	37547	143	136	7	5	NA
PXD001020	37548	150	141	9	3	NA
PXD001020	37549	77	69	8	2	NA
PXD001020	37550	533	512	21	3	2
PXD001020	37551	454	437	17	2	NA
PXD001020	37552	341	333	8	NA	NA
PXD001020	37553	539	522	17	2	NA
PXD001020	37554	786	756	30	3	1
PXD001020	37555	683	648	35	4	NA
PXD001020	37556	678	638	40	2	NA
PXD001020	37557	675	649	26	2	NA
PXD001020	37558	696	660	36	17	4
PXD001020	37559	742	712	30	9	3
PXD001020	37560	339	330	9	6	NA
PXD001020	37561	391	376	15	7	NA
PXD001020	37562	258	245	13	2	NA
PXD001020	37563	371	364	7	8	NA
PXD001020	37564	387	377	10	9	NA
PXD001020	37565	271	262	9	NA	NA
PXD001020	37566	254	246	8	NA	NA
PXD001020	37567	395	383	12	3	NA
PXD001020	37568	412	400	12	9	NA
PXD001020	37569	669	656	13	1	NA
PXD001020	37570	212	207	5	5	NA
PXD001020	37571	130	122	8	3	NA
PXD001020	37572	191	184	7	7	NA
PXD001020	37573	162	149	13	9	NA
PXD001020	37574	207	205	2	4	NA
PXD001020	37575	166	155	11	4	NA
PXD001020	37576	396	391	5	8	NA
PXD001020	37577	355	345	10	8	NA
PRD000471	17932	573	573	NA	47	NA
PRD000471	17933	1259	1251	8	27	NA
PRD000471	17934	644	641	3	39	3
PRD000483	18098	171	168	3	12	NA
PRD000394	16644	203	200	3	86	NA
PRD000438	17340	6211	6211	NA	NA	NA
PRD000438	17341	49	49	NA	NA	NA
PRD000438	17342	42	42	NA	NA	NA
PRD000438	17343	91	91	NA	NA	NA
PRD000438	17344	81	81	NA	NA	NA
PRD000438	17345	71	71	NA	NA	NA
PRD000438	17346	152	152	NA	NA	NA
PRD000438	17347	93	93	NA	NA	NA
PRD000438	17348	63	63	NA	NA	NA
PRD000438	17349	156	156	NA	NA	NA
PRD000438	17350	114	114	NA	NA	NA
PRD000438	17351	87	87	NA	NA	NA
PRD000438	17352	201	201	NA	NA	NA
PRD000438	17353	116	116	NA	NA	NA
PRD000438	17354	69	69	NA	NA	NA
PRD000438	17355	185	185	NA	NA	NA
PRD000438	17356	110	110	NA	NA	NA
PRD000438	17357	83	83	NA	NA	NA
PRD000438	17358	193	193	NA	NA	NA
PRD000438	17359	75	75	NA	NA	NA
PRD000438	17360	62	62	NA	NA	NA
PRD000438	17361	137	137	NA	NA	NA
PRD000438	17362	80	80	NA	NA	NA
PRD000438	17363	48	48	NA	NA	NA
PRD000438	17364	128	128	NA	NA	NA
PRD000438	17365	88	88	NA	NA	NA
PRD000438	17366	63	63	NA	NA	NA
PRD000438	17367	151	151	NA	NA	NA
PRD000438	17368	59	59	NA	NA	NA
PRD000438	17369	55	55	NA	NA	NA
PRD000438	17370	114	114	NA	NA	NA
PRD000438	17371	58	58	NA	NA	NA
PRD000438	17372	76	76	NA	NA	NA
PRD000438	17373	134	134	NA	NA	NA
PRD000438	17374	124	124	NA	NA	NA
PRD000438	17375	93	93	NA	NA	NA
PRD000438	17376	217	217	NA	NA	NA
PRD000438	17377	74	74	NA	NA	NA
PRD000438	17378	78	78	NA	NA	NA
PRD000438	17379	152	152	NA	NA	NA
PRD000438	17380	84	84	NA	NA	NA
PRD000438	17381	80	80	NA	NA	NA
PRD000438	17382	112	112	NA	NA	NA
PRD000438	17383	125	125	NA	NA	NA
PRD000438	17384	118	118	NA	NA	NA
PRD000438	17385	114	114	NA	NA	NA
PRD000438	17386	103	103	NA	NA	NA
PRD000438	17387	61	61	NA	NA	NA
PRD000438	17388	52	52	NA	NA	NA
PRD000438	17389	164	164	NA	NA	NA
PRD000438	17390	50	50	NA	NA	NA
PRD000438	17391	41	41	NA	NA	NA
PRD000438	17392	91	91	NA	NA	NA
PRD000438	17393	53	53	NA	NA	NA
PRD000438	17394	57	57	NA	NA	NA
PRD000438	17395	110	110	NA	NA	NA
PRD000438	17396	55	55	NA	NA	NA
PRD000438	17397	48	48	NA	NA	NA
PRD000438	17398	103	103	NA	NA	NA
PRD000438	17399	46	46	NA	NA	NA
PRD000438	17400	36	36	NA	NA	NA
PRD000438	17401	82	82	NA	NA	NA
PRD000438	17402	39	39	NA	NA	NA
PRD000438	17403	39	39	NA	NA	NA
PRD000438	17404	78	78	NA	NA	NA
PRD000438	17405	26	26	NA	NA	NA
PRD000438	17406	25	25	NA	NA	NA
PRD000438	17407	51	51	NA	NA	NA
PRD000438	17408	21	21	NA	NA	NA
PRD000438	17409	15	15	NA	NA	NA
PRD000438	17410	36	36	NA	NA	NA
PRD000438	17411	23	23	NA	NA	NA
PRD000438	17412	14	14	NA	NA	NA
PRD000438	17413	37	37	NA	NA	NA
PRD000438	17414	2844	2844	NA	NA	NA
PRD000438	17415	25	25	NA	NA	NA
PRD000438	17416	31	31	NA	NA	NA
PRD000438	17417	31	31	NA	NA	NA
PRD000438	17418	35	35	NA	NA	NA
PRD000438	17419	25	25	NA	NA	NA
PRD000438	17420	30	30	NA	NA	NA
PRD000438	17421	22	22	NA	NA	NA
PRD000438	17422	17	17	NA	NA	NA
PRD000438	17423	7	7	NA	NA	NA
PRD000438	17424	13	13	NA	NA	NA
PRD000438	17425	5	5	NA	NA	NA
PRD000438	17426	3	3	NA	NA	NA
PRD000438	17427	7	7	NA	NA	NA
PRD000438	17428	26	26	NA	NA	NA
PRD000438	17429	6	6	NA	NA	NA
PRD000438	17430	10	10	NA	NA	NA
PRD000438	17431	11	11	NA	NA	NA
PRD000438	17432	55	55	NA	NA	NA
PRD000438	17433	33	33	NA	NA	NA
PRD000438	17434	41	41	NA	NA	NA
PRD000438	17435	53	53	NA	NA	NA
PRD000438	17436	39	39	NA	NA	NA
PRD000438	17437	29	29	NA	NA	NA
PRD000438	17438	9	9	NA	NA	NA
PRD000438	17439	6	6	NA	NA	NA
PRD000438	17440	22	22	NA	NA	NA
PRD000438	17441	26	26	NA	NA	NA
PRD000438	17442	17	17	NA	NA	NA
PRD000438	17443	11	11	NA	NA	NA
PRD000438	17444	78	78	NA	NA	NA
PRD000438	17445	84	84	NA	NA	NA
PRD000438	17446	95	95	NA	NA	NA
PRD000438	17447	98	98	NA	NA	NA
PRD000438	17448	74	74	NA	NA	NA
PRD000438	17449	59	59	NA	NA	NA
PRD000438	17450	58	58	NA	NA	NA
PRD000438	17451	53	53	NA	NA	NA
PRD000438	17452	49	49	NA	NA	NA
PRD000438	17453	55	55	NA	NA	NA
PRD000438	17454	73	73	NA	NA	NA
PRD000438	17455	66	66	NA	NA	NA
PRD000438	17456	47	47	NA	NA	NA
PRD000438	17457	48	48	NA	NA	NA
PRD000438	17458	35	35	NA	NA	NA
PRD000438	17459	18	18	NA	NA	NA
PRD000438	17460	5	5	NA	NA	NA
PRD000438	17462	87	87	NA	NA	NA
PRD000438	17463	5	5	NA	NA	NA
PRD000438	17464	96	96	NA	NA	NA
PRD000438	17465	105	105	NA	NA	NA
PRD000438	17466	102	102	NA	NA	NA
PRD000438	17467	122	122	NA	NA	NA
PRD000438	17468	92	92	NA	NA	NA
PRD000438	17469	102	102	NA	NA	NA
PRD000438	17470	7	7	NA	NA	NA
PRD000438	17471	17	17	NA	NA	NA
PRD000438	17472	23	23	NA	NA	NA
PRD000438	17473	14	14	NA	NA	NA
PRD000438	17474	7	7	NA	NA	NA
PRD000438	17475	1	1	NA	NA	NA
PRD000438	17476	4	4	NA	NA	NA
PRD000438	17477	5	5	NA	NA	NA
PRD000438	17478	5	5	NA	NA	NA
PRD000438	17479	11	11	NA	NA	NA
PRD000438	17480	29	29	NA	NA	NA
PRD000438	17481	36	36	NA	NA	NA
PRD000438	17482	26	26	NA	NA	NA
PRD000438	17483	15	15	NA	NA	NA
PRD000438	17484	9	9	NA	NA	NA
PRD000438	17485	15	15	NA	NA	NA
PRD000438	17486	18	18	NA	NA	NA
PRD000438	17487	44	44	NA	NA	NA
PRD000438	17488	5	5	NA	NA	NA
PRD000438	17489	12	12	NA	NA	NA
PRD000438	17490	18	18	NA	NA	NA
PRD000438	17491	11	11	NA	NA	NA
PRD000438	17492	19	19	NA	NA	NA
PRD000438	17493	20	20	NA	NA	NA
PRD000438	17494	6	6	NA	NA	NA
PRD000438	17495	11	11	NA	NA	NA
PRD000438	17496	12	12	NA	NA	NA
PRD000438	17497	8	8	NA	NA	NA
PRD000438	17498	5	5	NA	NA	NA
PRD000438	17499	1	1	NA	NA	NA
PRD000438	17500	4	4	NA	NA	NA
PRD000438	17501	5	5	NA	NA	NA
PRD000438	17502	4	4	NA	NA	NA
PRD000438	17503	4	4	NA	NA	NA
PRD000438	17504	4	4	NA	NA	NA
PRD000438	17507	3	3	NA	NA	NA
PRD000438	17508	3	3	NA	NA	NA
PRD000438	17509	3	3	NA	NA	NA
PRD000438	17510	1	1	NA	NA	NA
PRD000438	17511	2	2	NA	NA	NA
PRD000438	17512	4	4	NA	NA	NA
PRD000438	17513	2	2	NA	NA	NA
PRD000438	17514	2	2	NA	NA	NA
PRD000438	17515	4	4	NA	NA	NA
PRD000520	18460	3846	3843	3	NA	NA
PXD000603	32839	2685	2635	50	804	23
PXD000603	32840	2928	2871	57	598	12
PXD000402	38579	1210	2	1208	NA	3
PXD000402	38580	886	NA	886	NA	3
PXD000402	38581	1014	NA	1014	NA	5
PXD000402	38582	898	5	893	NA	2
PRD000050	3355	27	27	NA	NA	NA
PRD000050	3356	57	57	NA	NA	NA
PRD000050	3357	86	86	NA	NA	NA
PRD000050	3358	45	45	NA	NA	NA
PRD000050	3359	57	56	1	NA	1
PRD000050	3360	38	36	2	3	1
PRD000050	3361	25	25	NA	NA	NA
PRD000050	3364	2	2	NA	NA	NA
PRD000050	3365	3	1	2	NA	NA
PRD000050	3366	2	2	NA	NA	NA
PRD000050	3367	5	5	NA	NA	NA
PRD000050	3368	2	2	NA	NA	NA
PXD000426	30654	472	462	10	1	NA
PXD000426	30655	113	113	NA	NA	NA
PXD000426	30656	452	444	8	3	NA
PXD000426	30657	437	435	2	8	NA
PXD000426	30658	458	444	14	4	NA
PXD000426	30659	634	612	22	7	NA
PXD000426	30660	457	439	18	7	NA
PXD000426	30661	595	578	17	2	NA
PXD000426	30662	524	521	3	13	2
PXD000426	30663	618	614	4	8	1
PXD000426	30664	525	522	3	13	2
PXD000426	30665	611	609	2	8	1
PXD000426	30666	678	672	6	7	2
PXD000426	30667	611	607	4	7	1
PXD000426	30668	579	577	2	7	1
PXD000426	30669	592	585	7	8	1
PXD000426	30670	591	582	9	10	NA
PXD000426	30671	576	571	5	6	1
PXD000426	30672	614	606	8	11	NA
PXD000426	30673	568	564	4	6	1
PXD000426	30674	620	619	1	9	1
PXD000426	30675	514	513	1	3	1
PXD000426	30676	603	602	1	7	1
PXD000426	30677	515	514	1	3	1
PXD000426	30678	579	574	5	3	3
PXD000426	30679	547	545	2	12	1
PXD000426	30680	583	579	4	3	3
PXD000426	30681	547	544	3	12	1
PXD000426	30682	562	559	3	3	NA
PXD000426	30683	578	578	NA	13	NA
PXD000426	30684	537	534	3	3	NA
PXD000426	30685	571	570	1	15	NA
PXD000426	30686	573	573	NA	11	NA
PXD000426	30687	464	464	NA	8	NA
PXD000426	30688	467	465	2	6	NA
PXD000426	30689	488	487	1	8	NA
PXD000426	30690	509	507	2	9	NA
PXD000426	30691	650	646	4	16	NA
PXD000426	30692	624	624	NA	19	NA
PXD000426	30693	290	290	NA	6	NA
PXD000426	30694	325	324	1	5	NA
PXD000426	30695	275	275	NA	6	NA
PXD000426	30696	305	305	NA	3	NA
PXD000426	30697	341	338	3	2	NA
PXD000426	30698	340	339	1	10	NA
PXD000426	30699	332	329	3	3	NA
PXD000426	30700	348	347	1	8	NA
PXD000426	30701	339	338	1	4	NA
PXD000426	30702	473	471	2	5	NA
PXD000426	30703	331	331	NA	4	NA
PXD000426	30704	503	500	3	3	NA
PXD000426	30705	410	408	2	13	NA
PXD000426	30706	521	519	2	7	NA
PXD000426	30707	396	395	1	12	NA
PXD000426	30708	520	518	2	6	NA
PXD000426	30709	196	196	NA	3	NA
PXD000426	30710	192	192	NA	2	NA
PXD000426	30711	206	206	NA	5	NA
PXD000426	30712	231	231	NA	1	NA
PXD000426	30713	228	225	3	1	NA
PXD000426	30714	219	218	1	6	NA
PXD000426	30715	238	235	3	1	NA
PXD000426	30716	257	256	1	6	NA
PXD000426	30717	217	217	NA	2	NA
PXD000426	30718	277	275	2	4	NA
PXD000426	30719	243	243	NA	2	NA
PXD000426	30720	372	369	3	2	NA
PXD000426	30721	163	163	NA	7	NA
PXD000426	30722	228	228	NA	4	NA
PXD000426	30723	290	290	NA	8	NA
PXD000426	30724	388	387	1	4	NA
PXD000426	30725	459	459	NA	6	NA
PXD000426	30726	469	465	4	6	NA
PXD000426	30727	458	457	1	5	NA
PXD000426	30728	481	478	3	6	NA
PXD000426	30729	524	522	2	12	NA
PXD000426	30730	399	397	2	3	NA
PXD000426	30731	507	504	3	10	NA
PXD000426	30732	417	415	2	5	NA
PXD000426	30733	585	579	6	10	NA
PXD000426	30734	591	590	1	7	NA
PXD000426	30735	628	624	4	9	NA
PXD000426	30736	586	582	4	6	NA
PXD000426	30737	545	545	NA	8	NA
PXD000426	30738	491	491	NA	3	NA
PXD000426	30739	589	588	1	6	NA
PXD000426	30740	455	455	NA	4	NA
PXD000426	30741	549	548	1	5	NA
PXD000426	30742	492	492	NA	9	NA
PXD000426	30743	571	570	1	6	NA
PXD000426	30744	508	508	NA	8	NA
PXD000426	30745	518	518	NA	3	NA
PXD000426	30746	526	526	NA	11	NA
PXD000426	30747	487	486	1	4	NA
PXD000426	30748	508	508	NA	9	NA
PXD000426	30749	720	714	6	38	NA
PXD000426	30750	168	167	1	2	NA
PXD000426	30751	385	383	2	8	NA
PXD000426	30752	336	334	2	5	NA
PXD000426	30753	367	362	5	8	NA
PXD000426	30754	345	345	NA	6	NA
PXD000426	30755	490	486	4	7	NA
PXD000426	30756	470	468	2	6	NA
PXD000426	30757	299	299	NA	2	NA
PXD000426	30758	248	248	NA	1	NA
PXD000426	30759	463	462	1	3	NA
PXD000426	30760	359	359	NA	4	NA
PXD000426	30761	300	300	NA	2	NA
PXD000426	30762	269	269	NA	6	NA
PXD000426	30763	430	429	1	5	NA
PXD000426	30764	381	381	NA	7	NA
PXD000426	30765	201	201	NA	2	NA
PXD000426	30766	170	170	NA	5	NA
PXD000426	30767	372	372	NA	3	NA
PXD000426	30768	347	347	NA	9	NA
PXD000426	30769	216	216	NA	5	NA
PXD000426	30770	168	167	1	4	NA
PXD000426	30771	352	352	NA	4	NA
PXD000426	30772	356	354	2	5	NA
PXD000426	30773	270	269	1	3	NA
PXD000426	30774	392	391	1	6	NA
PXD000426	30775	481	479	2	10	NA
PXD000426	30776	522	520	2	24	NA
PXD000426	30777	332	328	4	NA	NA
PXD000426	30778	278	278	NA	6	NA
PXD000426	30779	293	289	4	3	NA
PXD000426	30780	312	311	1	5	NA
PXD000426	30781	320	319	1	3	NA
PXD000426	30782	334	333	1	6	NA
PXD000426	30783	282	282	NA	4	NA
PXD000426	30784	381	378	3	1	NA
PXD000426	30785	361	361	NA	12	NA
PXD000426	30786	441	440	1	5	NA
PXD000426	30787	349	349	NA	8	NA
PXD000426	30788	398	398	NA	5	NA
PXD000426	30789	249	249	NA	3	NA
PXD000426	30790	472	469	3	7	NA
PXD000426	30791	367	366	1	6	NA
PXD000426	30792	373	371	2	8	NA
PXD000426	30793	438	433	5	8	NA
PXD000426	30794	381	379	2	3	NA
PXD000426	30795	390	387	3	9	NA
PXD000426	30796	405	405	NA	4	NA
PXD000426	30797	416	416	NA	6	NA
PXD000426	30798	371	371	NA	1	NA
PXD000426	30799	395	395	NA	4	NA
PXD000426	30800	360	360	NA	3	NA
PXD000426	30801	414	414	NA	5	NA
PXD000426	30802	409	409	NA	8	NA
PXD000426	30803	406	406	NA	4	NA
PXD000426	30804	368	368	NA	8	NA
PXD000426	30805	388	388	NA	2	NA
PXD000426	30806	384	384	NA	10	NA
PXD000426	30807	337	337	NA	2	NA
PXD000426	30808	359	359	NA	11	NA
PXD000426	30809	461	461	NA	7	NA
PXD000426	30810	432	432	NA	5	NA
PXD000426	30811	356	356	NA	7	NA
PXD000426	30812	341	340	1	5	NA
PXD000426	30813	379	379	NA	7	NA
PRD000194	11364	29871	29803	68	244	15
PRD000194	11365	5139	5135	4	96	2
PRD000194	11366	832	820	12	124	9
PRD000194	11367	8794	8769	25	168	4
PRD000194	11368	37425	37345	80	333	17
PRD000194	11369	1308	1292	16	9	9
PRD000194	11370	5235	5227	8	138	6
PRD000194	11372	1	1	NA	NA	NA
PRD000194	11373	676	656	20	16	19
PRD000194	11374	2	2	NA	1	NA
PRD000194	11375	250	247	3	15	3
PRD000194	11376	204	197	7	4	6
PRD000194	11377	4824	4817	7	67	1
PRD000194	11378	1	1	NA	NA	NA
PRD000194	11379	6	6	NA	1	NA
PRD000425	17171	13942	13048	894	1639	36
PRD000319	16749	1422	948	474	72	298
PRD000319	16810	813	541	272	29	151
PRD000319	16811	838	552	286	23	192
PXD001416	40968	492	NA	492	NA	27
PXD001416	40969	991	NA	991	NA	70
PXD001416	40970	48	NA	48	NA	3
PXD001416	40971	106	NA	106	NA	7
PXD001416	40972	12	NA	12	NA	1
